;user_id;item_id
69;735181;[4250, 11074, 10746, 8585, 7748, 3693, 15233, 15845, 1418, 13223]
70;964757;[13243, 11985, 16166, 3182, 5411, 13545, 7582, 11749, 14942, 10761]
71;109987;[9728, 13865, 10440, 11754, 12995, 5693, 15464, 1287, 1785, 14317]
72;384198;[16361, 9728, 6404, 10755, 4702, 13865, 14317, 14814, 13411, 1418]
73;221430;[7571, 3182, 16166, 5411, 16270, 10761, 7582, 13243, 11749, 11985]
74;63862;[13865, 10440, 9728, 142, 15297, 12995, 4880, 4151, 1844, 3734]
75;920879;[4151, 15297, 4880, 3734, 7571, 13018, 13865, 11237, 9728, 10440]
76;260973;[15297, 10440, 4151, 4880, 142, 13865, 9996, 9728, 8636, 2657]
77;830856;[9728, 13865, 10440, 12995, 5693, 15464, 11754, 4880, 4436, 1785]
78;254841;[9728, 13865, 10440, 12995, 5693, 3734, 1785, 15464, 11754, 4436]
79;854261;[2616, 3773, 6382, 16228, 15399, 8346, 947, 1131, 4880, 14461]
80;645463;[9728, 13865, 10440, 3734, 15297, 4880, 4151, 142, 2657, 7571]
81;100425;[9728, 12995, 2237, 10440, 13865, 5693, 11754, 1785, 9900, 15464]
82;361270;[9728, 13865, 7102, 10440, 7829, 12995, 4457, 10464, 1418, 14359]
83;17264;[15297, 4151, 13865, 3734, 142, 4880, 7571, 9728, 10440, 6809]
84;238175;[13865, 10440, 9728, 3734, 15297, 4880, 142, 4151, 2657, 9996]
85;62837;[13865, 9728, 10440, 15297, 3734, 4151, 4880, 142, 2657, 8636]
86;211242;[7626, 12173, 10942, 7210, 12841, 1785, 14317, 3095, 3587, 682]
87;230196;[13865, 10440, 9728, 3734, 142, 4880, 2657, 9996, 15297, 12995]
88;962706;[7571, 16166, 3182, 13018, 10761, 5411, 11749, 7582, 13243, 16270]
89;37829;[13865, 10440, 9728, 15297, 4151, 4880, 142, 3734, 8636, 2657]
90;878432;[11778, 15297, 8373, 15531, 12770, 14470, 4716, 4151, 13058, 101]
91;768387;[13865, 10440, 9728, 3734, 4880, 12995, 2657, 15297, 4457, 4151]
92;269735;[142, 10440, 13865, 15297, 9728, 9996, 4151, 2657, 14431, 10464]
93;1057189;[6738, 7210, 3587, 8821, 12299, 144, 3940, 3166, 682, 4072]
94;988516;[13865, 10440, 9728, 3734, 142, 2657, 4880, 12995, 15297, 9996]
95;633423;[9728, 10440, 9169, 15297, 13865, 142, 14431, 1844, 4151, 657]
96;306518;[11754, 5754, 10073, 7626, 3095, 12173, 15739, 7210, 1785, 5693]
97;497116;[10440, 9728, 13865, 142, 15297, 4151, 4880, 1844, 14703, 8636]
98;908470;[7571, 16166, 3182, 13018, 5411, 10761, 7582, 11749, 13915, 13243]
99;291211;[1287, 12820, 5693, 11018, 2237, 1785, 9728, 10073, 6155, 11754]
100;920674;[10077, 1418, 12356, 6162, 13849, 9381, 3693, 7343, 2220, 14431]
101;109853;[142, 15297, 9728, 13865, 10440, 9169, 14431, 657, 14470, 10077]
102;233292;[15297, 1844, 142, 4151, 14703, 10440, 14470, 8636, 9728, 101]
103;143708;[9728, 1287, 1785, 5693, 14317, 12820, 15464, 12173, 13865, 7626]
104;184551;[16166, 5411, 10761, 3182, 13243, 3834, 11749, 7582, 11985, 14215]
105;543648;[13243, 11985, 13545, 14153, 14942, 3182, 11749, 5411, 10214, 16166]
106;709024;[7343, 6162, 10077, 7829, 142, 12356, 8986, 10440, 15297, 13849]
107;252497;[9728, 1287, 1785, 15464, 11754, 12820, 5693, 9169, 2852, 10073]
108;271427;[7571, 16166, 3182, 13243, 11985, 5411, 10761, 7582, 11749, 16270]
109;219320;[12356, 13865, 7829, 10440, 13849, 14814, 9728, 6162, 1418, 372]
110;818488;[13865, 12356, 1418, 14814, 10755, 13849, 9728, 7829, 7102, 10440]
111;745764;[13865, 10440, 9728, 15297, 4151, 4880, 3734, 142, 2657, 8636]
112;968261;[10440, 14703, 9728, 13865, 1844, 142, 12995, 4880, 8636, 15297]
113;690794;[10440, 4880, 13865, 3734, 15297, 2657, 4151, 9996, 9728, 142]
114;900633;[15297, 4151, 142, 11778, 1844, 5658, 4880, 8373, 8636, 10440]
115;548389;[13865, 9728, 10440, 3734, 12995, 14317, 4457, 7102, 7829, 12173]
116;488350;[15297, 11778, 8373, 12770, 14470, 4151, 15531, 101, 142, 13058]
117;803394;[15297, 4151, 16244, 11778, 1916, 101, 9728, 15531, 931, 14470]
118;482854;[7571, 16166, 3182, 13243, 16270, 5411, 7582, 11985, 10761, 4718]
119;409669;[7626, 12173, 13018, 7571, 16166, 11310, 10942, 12841, 9728, 3182]
120;662576;[1418, 12356, 13849, 7829, 6162, 14814, 3693, 10440, 10464, 13223]
121;599676;[9728, 13865, 10440, 3734, 15297, 4151, 4880, 142, 2657, 12995]
122;566675;[15297, 10440, 9728, 142, 4151, 13865, 1844, 4880, 8636, 14703]
123;768286;[16166, 3182, 11749, 5411, 10761, 11985, 13243, 7571, 7582, 15266]
124;448609;[9728, 13865, 14317, 12173, 7626, 10440, 3734, 13018, 10942, 1785]
125;615373;[15297, 4151, 10440, 142, 9728, 13865, 3734, 4880, 2657, 9996]
126;1070860;[13865, 10440, 9728, 3734, 9996, 2657, 142, 12995, 4880, 7829]
127;817407;[9169, 10077, 142, 657, 13865, 6089, 9728, 10464, 15297, 288]
128;902625;[11074, 8581, 3693, 13223, 10746, 7343, 15845, 13849, 12356, 1418]
129;667294;[12356, 13849, 7343, 6162, 13223, 8581, 1418, 14814, 7597, 7829]
130;778205;[9728, 13865, 10440, 12995, 3734, 4880, 142, 4457, 7102, 14703]
131;346671;[9728, 11754, 4436, 13865, 15464, 5693, 11310, 7626, 1785, 10440]
132;188923;[9169, 10077, 9728, 9381, 14431, 657, 3066, 14359, 2220, 1418]
133;1057247;[9728, 15297, 4151, 13865, 10440, 1844, 4880, 142, 8636, 14703]
134;91127;[10440, 9728, 13865, 15297, 4880, 4151, 142, 3734, 8636, 12995]
135;637245;[13865, 10440, 9728, 12995, 7102, 142, 7829, 9996, 4457, 4495]
136;864389;[7571, 3734, 16166, 13865, 3182, 13018, 9728, 15297, 10440, 13915]
137;419126;[15297, 4151, 13865, 9728, 3734, 10440, 7571, 142, 4880, 2657]
138;583629;[9728, 11754, 1785, 13865, 10440, 4436, 15464, 5693, 7626, 12173]
139;266510;[12173, 11754, 7626, 5754, 7210, 12841, 1785, 5693, 11310, 1287]
140;34420;[15297, 142, 4151, 10440, 13865, 9996, 4880, 9728, 2657, 8636]
141;273340;[15096, 13058, 15531, 11929, 7545, 7806, 15785, 3419, 9070, 12437]
142;363581;[13865, 9728, 3734, 10440, 15297, 7571, 4151, 4880, 13018, 142]
143;420177;[10440, 15297, 13865, 9728, 4151, 142, 3734, 4880, 2657, 9996]
144;1089572;[7343, 12356, 13849, 6162, 8581, 13223, 7597, 1418, 3475, 14814]
145;954528;[7571, 3734, 16166, 13018, 13865, 3182, 9728, 10440, 4880, 15297]
146;776881;[15297, 4151, 4880, 142, 1844, 5658, 9728, 8636, 13865, 10440]
147;45586;[9728, 10440, 13865, 9169, 1844, 14431, 142, 7102, 657, 7829]
148;134988;[12356, 13865, 7829, 13849, 10440, 6162, 9728, 372, 7102, 14814]
149;789936;[10746, 4250, 3693, 1418, 8585, 15233, 11074, 9059, 13223, 1050]
150;576568;[9728, 12820, 16237, 5021, 2237, 7102, 657, 14359, 9169, 2852]
151;226653;[12173, 7626, 1785, 14317, 9728, 7210, 12841, 5693, 1287, 10942]
152;625015;[9728, 1287, 15464, 13865, 12820, 4457, 1785, 5693, 10440, 2237]
153;564116;[15297, 4151, 7571, 9728, 11778, 13018, 3734, 6809, 13865, 142]
154;57475;[9728, 13865, 10440, 7829, 12356, 7102, 1418, 6162, 10464, 13849]
155;120691;[9728, 4457, 14961, 9169, 10077, 7829, 12820, 14359, 7102, 657]
156;438258;[15297, 3734, 7571, 4151, 13865, 4880, 10440, 9728, 2657, 142]
157;1004511;[13865, 9728, 10440, 12995, 3734, 4880, 7102, 4457, 2657, 142]
158;901811;[15297, 14470, 15531, 1916, 101, 11778, 12770, 4151, 12463, 4716]
159;173345;[7626, 12173, 9728, 14317, 3734, 13865, 10942, 13018, 7571, 10440]
160;662365;[9728, 13865, 10440, 4457, 7829, 7102, 14741, 14431, 9169, 657]
161;622;[13865, 15297, 10440, 3734, 4880, 4151, 2657, 142, 9728, 9996]
162;323385;[10440, 13865, 9728, 142, 15297, 4151, 4880, 3734, 9996, 2657]
163;127498;[15297, 7571, 4151, 3734, 4880, 13865, 16166, 3182, 142, 10440]
164;573584;[9728, 10440, 7829, 14431, 13865, 7102, 142, 15297, 9169, 14470]
165;839060;[15297, 4151, 1844, 9728, 10440, 142, 4880, 8636, 14703, 13865]
166;572387;[13243, 11985, 16166, 3182, 13545, 14942, 5411, 7582, 11749, 10761]
167;623221;[15297, 4151, 7571, 11778, 3734, 6192, 4880, 142, 5658, 6809]
168;1055572;[13865, 10440, 9728, 3734, 4880, 12995, 15297, 2657, 4151, 142]
169;296341;[9728, 10440, 9169, 14431, 7829, 142, 14470, 1844, 8986, 657]
170;337243;[7571, 16166, 3182, 10761, 5411, 7582, 13243, 13018, 11749, 11985]
171;246080;[11739, 11778, 16228, 15297, 15051, 7476, 5434, 3487, 14717, 142]
172;632668;[11778, 9896, 8373, 13058, 10201, 12544, 211, 3263, 15531, 12770]
173;334951;[9728, 13865, 10440, 7829, 7102, 3734, 4457, 12995, 10464, 14431]
174;291026;[9728, 13865, 10440, 12995, 1785, 15464, 4457, 5693, 3734, 11754]
175;762180;[9728, 11754, 15464, 14703, 1844, 13865, 4436, 12995, 12981, 10440]
176;113963;[9728, 15297, 10440, 4151, 13865, 3734, 4880, 142, 8636, 2657]
177;504636;[7626, 12173, 7210, 10942, 12841, 3587, 682, 14317, 8821, 1106]
178;64038;[13865, 10440, 9728, 3734, 15297, 142, 2657, 7829, 4151, 9996]
179;509928;[7626, 12173, 9728, 1785, 13865, 14317, 10942, 10440, 5693, 12841]
180;552699;[15531, 15096, 12463, 14470, 101, 13058, 2358, 1873, 14684, 6649]
181;858514;[7571, 3182, 16166, 3734, 15297, 13018, 4151, 7582, 13243, 2954]
182;606027;[10440, 15297, 13865, 142, 9996, 2657, 4880, 4151, 3734, 9728]
183;480738;[4151, 15297, 4880, 5658, 3734, 142, 14461, 6809, 11237, 7571]
184;99039;[9728, 13865, 10440, 7102, 12995, 7829, 4457, 3734, 14741, 10464]
185;694604;[11074, 10746, 15845, 8585, 7748, 16373, 8234, 3310, 1050, 15233]
186;889595;[9728, 13865, 10440, 3734, 12995, 4457, 4880, 7102, 14317, 5693]
187;1079668;[7343, 12356, 6162, 13849, 7597, 3475, 1418, 13223, 10077, 11118]
188;809980;[12995, 13865, 4880, 9996, 10440, 7107, 142, 14703, 849, 8636]
189;702288;[13018, 16166, 7626, 7571, 12173, 3182, 14317, 11310, 10761, 9728]
190;723702;[7571, 3734, 13865, 9728, 15297, 10440, 16166, 3182, 13018, 4151]
191;954732;[14703, 6626, 10440, 3606, 8447, 9728, 1844, 15646, 12659, 14916]
192;433985;[7571, 13018, 16166, 15297, 3734, 13865, 3182, 4151, 9728, 13915]
193;897846;[15297, 4151, 4880, 3734, 2657, 13865, 7571, 10440, 142, 14461]
194;159306;[15297, 4151, 11778, 6192, 3935, 142, 12770, 4716, 4946, 7476]
195;386336;[7571, 16166, 3182, 13018, 13865, 9728, 3734, 10761, 5411, 11749]
196;828251;[9728, 7571, 13865, 3734, 12356, 10440, 11756, 6162, 8581, 13018]
197;26507;[7571, 16166, 13018, 3182, 3734, 13865, 9728, 13915, 2954, 5411]
198;603863;[15096, 15531, 13058, 14470, 101, 2358, 12463, 14684, 11345, 7545]
199;841260;[7626, 12173, 9728, 1785, 14317, 10942, 5693, 12841, 7210, 3095]
200;1001096;[7571, 15297, 4151, 3734, 13018, 16166, 9728, 4880, 13865, 3182]
201;861121;[9728, 12995, 13865, 10440, 2237, 4457, 7102, 14703, 12981, 14741]
202;546891;[9728, 13865, 10440, 12995, 7102, 4457, 7829, 12324, 14703, 2237]
203;251200;[10440, 13865, 9728, 15297, 142, 4151, 3734, 9996, 2657, 4880]
204;654179;[1418, 12356, 10077, 13849, 6162, 10464, 3693, 13223, 9728, 13865]
205;1074007;[9728, 676, 16361, 9169, 1090, 16484, 12356, 10077, 12179, 13018]
206;208326;[15297, 4151, 4880, 142, 10440, 13865, 5658, 8636, 3734, 9728]
207;463983;[15297, 142, 4151, 10440, 13865, 9728, 3734, 2657, 9996, 3935]
208;998560;[12356, 1418, 13223, 13849, 14814, 6162, 3693, 676, 10077, 15422]
209;263059;[9728, 6626, 2237, 1844, 9169, 657, 14703, 15464, 12820, 3509]
210;1079344;[9728, 13865, 10440, 12995, 1785, 5693, 2237, 4457, 15464, 1287]
211;351657;[9728, 13865, 10440, 3734, 4880, 7626, 12995, 12173, 1785, 4436]
212;148261;[16166, 7571, 3182, 13018, 5411, 10761, 11749, 16270, 7582, 13243]
213;760093;[15297, 4151, 142, 11778, 10440, 8373, 5658, 1844, 7476, 12770]
214;828492;[9728, 13865, 10440, 7102, 7829, 3734, 4457, 12995, 14431, 657]
215;37483;[9728, 13865, 3734, 7626, 10440, 12173, 7571, 14317, 13018, 1785]
216;297409;[9728, 10440, 13865, 7829, 4457, 7102, 1418, 10464, 14431, 12356]
217;593129;[9728, 13865, 14317, 12173, 7626, 10440, 3734, 1785, 10942, 12841]
218;943296;[11018, 12820, 1287, 6155, 5693, 6825, 7210, 5754, 14961, 3095]
219;668366;[3606, 2237, 11586, 12820, 10489, 15646, 2924, 9159, 11018, 916]
220;776717;[15297, 4151, 4880, 3734, 13865, 7571, 142, 10440, 2657, 6809]
221;966733;[1418, 10077, 13849, 12356, 3693, 9381, 6162, 13223, 2220, 3475]
222;410365;[15297, 13865, 4151, 3734, 10440, 4880, 9728, 142, 2657, 7571]
223;955088;[15297, 4151, 4880, 142, 10440, 2657, 9996, 13865, 3734, 8636]
224;63377;[9169, 14470, 3509, 288, 12463, 1844, 101, 15531, 11936, 8373]
225;974565;[101, 14470, 15297, 1844, 15531, 12463, 14684, 2358, 4151, 11345]
226;824289;[7571, 16166, 13018, 3734, 3182, 13865, 9728, 4880, 15297, 4151]
227;994484;[13865, 12356, 10440, 9728, 13849, 7829, 6162, 1418, 10464, 7102]
228;217422;[7571, 3734, 13865, 9728, 15297, 10440, 4151, 4880, 16166, 13018]
229;904191;[7626, 12173, 10942, 7210, 14317, 12841, 1785, 8821, 8437, 682]
230;736974;[16166, 3182, 7571, 5411, 16270, 13243, 11749, 10761, 11985, 7582]
231;907954;[10440, 142, 13865, 15297, 9728, 4151, 9996, 4880, 2657, 1844]
232;497014;[9728, 11754, 1785, 5693, 7626, 12173, 15464, 4436, 1287, 10073]
233;809092;[16166, 3182, 13243, 11749, 11985, 5411, 10761, 7582, 13159, 7571]
234;586620;[10440, 13865, 9728, 14703, 142, 12995, 9996, 1844, 4880, 15297]
235;49507;[2616, 16228, 3773, 6382, 15399, 15297, 11613, 8346, 5658, 947]
236;436673;[9728, 13865, 14317, 1785, 12173, 5693, 7626, 10440, 1287, 12995]
237;360426;[7571, 16166, 3182, 13018, 10761, 5411, 7626, 11749, 7582, 13915]
238;149693;[3606, 2924, 12820, 15646, 10489, 5695, 10551, 916, 2237, 6440]
239;653928;[9169, 657, 10077, 9381, 16237, 288, 3509, 2647, 14916, 9728]
240;14429;[13865, 9728, 10440, 3734, 15297, 7571, 4151, 142, 2657, 7829]
241;873255;[10440, 13865, 9728, 3734, 15297, 2657, 7829, 142, 4151, 9996]
242;869219;[10746, 13223, 1418, 12356, 3693, 8581, 11074, 13849, 14814, 676]
243;1069986;[11754, 9728, 15464, 4436, 1785, 10073, 5693, 1287, 1844, 14703]
244;430418;[9728, 7626, 12173, 14317, 13865, 13018, 10942, 1785, 10440, 12841]
245;701379;[13865, 9728, 10440, 3734, 4880, 12995, 4151, 2657, 15297, 4457]
246;77911;[12356, 6162, 7829, 10440, 13849, 13865, 142, 10464, 9996, 7343]
247;210267;[9728, 13865, 10440, 14317, 5693, 12173, 7626, 1785, 12995, 1287]
248;223095;[13865, 10440, 9728, 3734, 142, 2657, 9996, 7829, 15297, 10464]
249;539142;[9728, 13865, 10440, 4151, 15297, 4880, 3734, 12995, 142, 1844]
250;433255;[7626, 12173, 7210, 10942, 1785, 12841, 3095, 5754, 1106, 682]
251;1004887;[7571, 13018, 16166, 3734, 3182, 13865, 9728, 7626, 12173, 14317]
252;555233;[10077, 6089, 7506, 9169, 3693, 9731, 5325, 2647, 9381, 5838]
253;855461;[9728, 7571, 13865, 13018, 3734, 14317, 16166, 10440, 7626, 12173]
254;533061;[9728, 10440, 13865, 10077, 7829, 10464, 14431, 1418, 7102, 12356]
255;10627;[15297, 4151, 4880, 10440, 142, 13865, 3734, 9728, 2657, 9996]
256;716906;[7626, 7210, 12173, 3587, 12841, 10942, 144, 682, 3940, 5754]
257;974013;[14916, 16237, 7074, 14238, 5021, 11936, 8221, 14959, 6626, 5982]
258;732714;[9728, 7626, 4436, 12173, 11754, 15297, 11310, 4151, 13865, 3734]
259;965199;[7571, 11756, 16166, 3182, 16270, 10214, 13545, 13243, 7582, 5411]
260;963453;[12356, 10077, 7829, 1418, 9728, 6162, 13849, 10440, 2220, 14431]
261;967170;[9728, 101, 1916, 14470, 12463, 15297, 13865, 15531, 10440, 1844]
262;868961;[10440, 13865, 4880, 15297, 3734, 142, 9996, 4151, 2657, 9728]
263;63695;[15297, 142, 4151, 4880, 10440, 9996, 13865, 2657, 5658, 8636]
264;1018209;[13865, 10440, 3734, 2657, 10219, 9996, 9194, 12995, 4880, 1418]
265;336723;[7571, 16166, 13018, 3182, 15297, 3734, 4151, 9728, 13915, 10761]
266;376316;[2237, 9728, 12820, 11586, 1785, 1287, 12995, 10073, 5693, 15464]
267;214926;[9728, 2237, 12820, 1287, 15464, 12995, 734, 15646, 2852, 10073]
268;970518;[9728, 13865, 3734, 10440, 13018, 16361, 7571, 14317, 4457, 7102]
269;645287;[9728, 13865, 10440, 15297, 3734, 4151, 4880, 142, 2657, 8636]
270;619482;[9728, 13865, 10440, 12995, 7102, 4457, 3734, 7829, 14741, 15464]
271;731921;[15297, 4151, 142, 10440, 13865, 9728, 4880, 3734, 8636, 2657]
272;1092797;[10440, 6162, 13865, 7829, 142, 12356, 7343, 13849, 10077, 9728]
273;925976;[15297, 4151, 4880, 142, 10440, 13865, 3734, 9728, 8636, 2657]
274;527429;[16166, 7571, 3182, 13243, 16270, 13545, 7582, 4718, 11985, 5411]
275;678243;[15297, 4151, 142, 10440, 9728, 14470, 13865, 4880, 1844, 8636]
276;158373;[7626, 12173, 7210, 10942, 3587, 682, 144, 1106, 12841, 3940]
277;897113;[9728, 13865, 10440, 12995, 7102, 4457, 1844, 3734, 7829, 142]
278;630488;[7571, 16166, 16244, 3182, 7582, 13915, 13243, 13159, 13545, 13018]
279;1090434;[7626, 12173, 9728, 14317, 10942, 13865, 12841, 1785, 7210, 13018]
280;586976;[13865, 10440, 4880, 15297, 4151, 9728, 142, 3734, 9996, 2657]
281;68652;[13865, 10440, 9728, 7829, 3734, 7102, 2657, 12995, 142, 9996]
282;329085;[7571, 13018, 16166, 13865, 3182, 9728, 3734, 2954, 4696, 16270]
283;992896;[7626, 12173, 7210, 12841, 14317, 10942, 11348, 1785, 8821, 3587]
284;326103;[7571, 15297, 4151, 3734, 13865, 9728, 13018, 10440, 4880, 16166]
285;187947;[12995, 13865, 10440, 9728, 4880, 9996, 7107, 12981, 12324, 849]
286;210741;[7571, 16166, 3182, 13018, 15297, 7582, 13915, 3734, 16270, 13243]
287;74508;[9728, 13865, 16361, 10440, 9169, 657, 14741, 4457, 7102, 10464]
288;724490;[7571, 9728, 13018, 13865, 16166, 3734, 3182, 10440, 14317, 7626]
289;810279;[15531, 15096, 101, 14470, 12463, 14684, 13058, 4716, 9070, 2358]
290;666274;[7210, 12173, 12841, 7626, 3095, 5754, 8821, 10942, 1785, 144]
291;257940;[15297, 4151, 7571, 3734, 4880, 13018, 16166, 5424, 13865, 3182]
292;766565;[12173, 7626, 14317, 9728, 7210, 1785, 12841, 10942, 5693, 1287]
293;191648;[7571, 3734, 15297, 13865, 4151, 10440, 4880, 2657, 9728, 142]
294;927177;[7571, 16166, 3182, 13018, 10761, 13243, 13915, 3734, 11749, 5411]
295;378650;[15297, 4151, 1844, 9728, 142, 10440, 13865, 14703, 8636, 4880]
296;259163;[7210, 12173, 3095, 144, 12841, 5754, 7626, 3940, 3587, 1106]
297;517280;[15297, 3734, 4880, 4151, 13865, 10440, 2657, 9996, 142, 9728]
298;786167;[14916, 9169, 9381, 10077, 11936, 7074, 288, 16237, 3509, 6626]
299;793001;[7210, 144, 12173, 3587, 3940, 12841, 1106, 7626, 3095, 8821]
300;1039064;[9728, 10440, 13865, 15464, 4457, 14741, 1785, 1287, 2237, 11754]
301;964068;[15297, 4151, 3734, 9728, 7571, 13865, 4880, 10440, 142, 13018]
302;47173;[15297, 7571, 3734, 4151, 13865, 9728, 10440, 142, 4880, 2657]
303;699405;[9728, 9169, 10077, 657, 13865, 14431, 10440, 10464, 7829, 6089]
304;9050;[10440, 13865, 15297, 142, 9728, 4151, 4880, 9996, 2657, 3734]
305;37333;[12085, 1791, 5709, 5722, 14705, 15500, 3488, 7115, 15475, 14123]
306;673629;[9728, 13865, 10440, 3734, 15297, 7571, 4151, 4880, 13018, 142]
